食品名,P,F,C
＜ケーキ・ペストリー類＞　ホットケーキ,7.7 ,5.4 ,45.2 
＜ケーキ・ペストリー類＞　ワッフル　カスタードクリーム入り,7.3 ,7.9 ,38.7 
＜ケーキ・ペストリー類＞　ワッフル　ジャム入り,4.9 ,4.2 ,56.6 
＜デザート菓子類＞　カスタードプリン,5.7 ,5.5 ,15.3 
＜デザート菓子類＞　牛乳寒天,1.1 ,1.3 ,11.9 
＜デザート菓子類＞　こんにゃくゼリー,0,0.1 ,15.6 
＜デザート菓子類＞　ゼリー　オレンジ,2.1 ,0.1 ,19.1 
＜デザート菓子類＞　ゼリー　コーヒー,1.6 ,0,10.5 
＜デザート菓子類＞　ゼリー　ミルク,4.3 ,3.7 ,15.0 
＜デザート菓子類＞　ゼリー　ワイン,1.7 ,0,13.2 
＜デザート菓子類＞　ババロア,5.6 ,12.9 ,21.6 
＜ビスケット類＞　ウエハース,7.6 ,13.6 ,76.4 
＜ビスケット類＞　ウエハース　クリーム入り,7.5 ,21.8 ,65.1 
＜ビスケット類＞　クラッカー　オイルスプレークラッカー,8.5 ,22.5 ,64.2 
＜ビスケット類＞　クラッカー　ソーダクラッカー,10.4 ,9.8 ,73.8 
＜ビスケット類＞　サブレ,6.1 ,16.6 ,73.2 
＜ビスケット類＞　中華風クッキー,5.1 ,29.5 ,63.0 
＜ビスケット類＞　ビスケット　ハードビスケット,7.6 ,10.0,77.8 
＜ビスケット類＞　ビスケット　ソフトビスケット,5.7 ,27.6 ,65.4 
＜ビスケット類＞　プレッツェル,9.9 ,18.6 ,68.8 
＜ビスケット類＞　リーフパイ,5.8 ,35.5 ,55.4 
＜ビスケット類＞　ロシアケーキ,5.8 ,23.4 ,64.9 
＜スナック類＞　小麦粉あられ,7.6 ,19.5 ,67.6 
＜スナック類＞　コーンスナック,5.2 ,27.1 ,66.4 
＜スナック類＞　ポテトチップス　ポテトチップス,4.7 ,35.2 ,51.8 
＜スナック類＞　ポテトチップス　成形ポテトチップス,5.8 ,32.0,55.2 
＜キャンデー類＞　かわり玉,0,0,99.5 
＜キャンデー類＞　キャラメル,4.0 ,11.7 ,79.8 
＜キャンデー類＞　ゼリーキャンデー,0.0 ,0,83.1 
＜キャンデー類＞　ゼリービーンズ,0.0 ,0.0 ,89.5 
＜キャンデー類＞　ドロップ,0,0,98.0 
＜キャンデー類＞　バタースコッチ,0.0 ,6.5 ,91.5 
＜キャンデー類＞　ブリットル,12.6 ,26.5 ,54.6 
＜キャンデー類＞　マシュマロ,2.1 ,0,79.4 
＜キャンデー類＞　ラムネ,0,0.5 ,92.2 
＜チョコレート類＞　アーモンドチョコレート,11.4 ,40.4 ,38.8 
＜チョコレート類＞　カバーリングチョコレート,7.1 ,24.3 ,63.1 
＜チョコレート類＞　ホワイトチョコレート,7.2 ,39.5 ,52.0
＜チョコレート類＞　ミルクチョコレート,6.9 ,34.1 ,53.9 
＜果実菓子類＞　マロングラッセ,1.1 ,0.3 ,77.6 
＜チューインガム類＞　板ガム,0,0,96.9 
＜チューインガム類＞　糖衣ガム,0,0,97.6 
＜チューインガム類＞　風船ガム,0,0,96.7 
＜その他＞　カスタードクリーム,5.1 ,7.6 ,26.5 
＜その他＞　しるこ　こしあん,4.7 ,0.3 ,46.3 
＜その他＞　しるこ　つぶしあん,4.2 ,0.4 ,37.0 
＜その他＞　チョコレートクリーム,4.6 ,32.0 ,48.8 
＜アルコール飲料類＞　醸造酒類　清酒　普通酒,0.4 ,0.0 ,5.0
＜アルコール飲料類＞　醸造酒類　清酒　純米酒,0.4 ,0.0 ,3.7 
＜アルコール飲料類＞　醸造酒類　清酒　本醸造酒,0.4 ,0,4.6 
＜アルコール飲料類＞　醸造酒類　清酒　吟醸酒,0.3 ,0,3.7 
＜アルコール飲料類＞　醸造酒類　清酒　純米吟醸酒,0.4 ,0,4.2 
＜アルコール飲料類＞　醸造酒類　ビール　淡色,0.3 ,0,3.1 
＜アルコール飲料類＞　醸造酒類　ビール　黒,0.4 ,0.0 ,3.5 
＜アルコール飲料類＞　醸造酒類　ビール　スタウト,0.5 ,0.0 ,4.8 
＜アルコール飲料類＞　醸造酒類　発泡酒,0.1 ,0,3.6 
＜アルコール飲料類＞　醸造酒類　ぶどう酒　白,0.1 ,0.0 ,1.4 
＜アルコール飲料類＞　醸造酒類　ぶどう酒　赤,0.2 ,0.0 ,1.0
＜アルコール飲料類＞　醸造酒類　ぶどう酒　ロゼ,0.1 ,0.0 ,3.4 
＜アルコール飲料類＞　醸造酒類　紹興酒,1.7 ,0.0 ,5.1 
＜アルコール飲料類＞　蒸留酒類　しょうちゅう　連続式蒸留しょうちゅう,0,0,0
＜アルコール飲料類＞　蒸留酒類　しょうちゅう　単式蒸留しょうちゅう,0,0,0
＜アルコール飲料類＞　蒸留酒類　しょうちゅう　泡盛,0.0 ,0.0 ,0
＜アルコール飲料類＞　蒸留酒類　ウイスキー,0,0,0
＜アルコール飲料類＞　蒸留酒類　ブランデー,0,0,0
＜アルコール飲料類＞　蒸留酒類　ウオッカ,0,0,0
＜アルコール飲料類＞　蒸留酒類　ジン,0,0.0 ,0.1 
＜アルコール飲料類＞　蒸留酒類　ラム,0,0.0 ,0.1 
＜アルコール飲料類＞　蒸留酒類　マオタイ酒,0,0,0
＜アルコール飲料類＞　混成酒類　梅酒,0.1 ,0.0 ,20.7 
＜アルコール飲料類＞　混成酒類　合成清酒,0.1 ,0,5.3 
＜アルコール飲料類＞　混成酒類　白酒,1.9 ,0.0 ,48.5 
＜アルコール飲料類＞　混成酒類　みりん　本みりん,0.3 ,0.0 ,43.3 
＜アルコール飲料類＞　混成酒類　みりん　本直し,0.1 ,0.0 ,14.4 
＜アルコール飲料類＞　混成酒類　薬味酒,0.0 ,0.0 ,26.8 
＜アルコール飲料類＞　混成酒類　キュラソー,0.0 ,0.0 ,26.4 
＜アルコール飲料類＞　混成酒類　スイートワイン,0.1 ,0,13.0
＜アルコール飲料類＞　混成酒類　ペパーミント,0,0,37.6 
＜アルコール飲料類＞　混成酒類　ベルモット　甘口タイプ,0.1 ,0,16.4 
＜アルコール飲料類＞　混成酒類　ベルモット　辛口タイプ,0.1 ,0,3.7 
＜アルコール飲料類＞　混成酒類　缶チューハイ　レモン風味,0,0.0 ,2.6 
＜茶類＞　緑茶類　玉露　茶,29.1 ,4.1 ,6.4 
＜茶類＞　緑茶類　玉露　浸出液,1.3 ,0.0 ,0.3 
＜茶類＞　緑茶類　抹茶　茶,29.6 ,5.3 ,9.5 
＜茶類＞　緑茶類　せん茶　茶,24.5 ,4.7 ,8.4 
＜茶類＞　緑茶類　せん茶　浸出液,0.2 ,0.0 ,0.3 
＜茶類＞　緑茶類　かまいり茶　浸出液,0.1 ,0.0 ,0.1 
＜茶類＞　緑茶類　番茶　浸出液,0.0 ,0.0 ,0.1 
＜茶類＞　緑茶類　ほうじ茶　浸出液,0.0 ,0.0 ,0.0 
＜茶類＞　緑茶類　玄米茶　浸出液,0,0.0 ,0
＜茶類＞　発酵茶類　ウーロン茶　浸出液,0.0 ,0.0 ,0.1 
＜茶類＞　発酵茶類　紅茶　茶,20.3 ,2.5 ,13.6 
＜茶類＞　発酵茶類　紅茶　浸出液,0.1 ,0.0 ,0.1 
＜コーヒー・ココア類＞　コーヒー　浸出液,0.2 ,0.0 ,0.8 
＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,14.7 ,0.3 ,65.3 
＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,0.7 ,0.3 ,8.3 
＜コーヒー・ココア類＞　ココア　ピュアココア,18.5 ,21.6 ,23.5 
＜コーヒー・ココア類＞　ココア　ミルクココア,7.4 ,6.8 ,75.1 
＜その他＞　青汁　ケール,13.8 ,4.4 ,46.7 
＜その他＞　甘酒,1.7 ,0.1 ,18.3 
＜その他＞　昆布茶,5.2 ,0.2 ,34.5 
＜その他＞　スポーツドリンク,0,0.0 ,5.1 
＜その他＞　炭酸飲料類　果実色飲料,0.0 ,0.0 ,12.8 
＜その他＞　炭酸飲料類　コーラ,0.1 ,0.0 ,11.4 
＜その他＞　炭酸飲料類　サイダー,0.0 ,0.0 ,10.2 
＜その他＞　炭酸飲料類　ビール風味炭酸飲料,0.1 ,0.0 ,1.2 
＜その他＞　なぎなたこうじゅ　浸出液,0,0.0 ,0.0 
＜その他＞　麦茶　浸出液,0.0 ,0.0 ,0.3 
＜調味料類＞　ウスターソース類　ウスターソース,1.0,0.1 ,27.0
＜調味料類＞　ウスターソース類　中濃ソース,0.8 ,0.1 ,30.1 
＜調味料類＞　ウスターソース類　濃厚ソース,0.9 ,0.1 ,29.8 
＜調味料類＞　ウスターソース類　お好み焼きソース,1.6 ,0.1 ,33.5 
＜調味料類＞　辛味調味料類　トウバンジャン,2.0,2.3 ,4.1 
＜調味料類＞　辛味調味料類　チリペッパーソース,0.7 ,0.5 ,13.1 
＜調味料類＞　辛味調味料類　ラー油,0.1 ,99.8 ,2.3 
＜調味料類＞　しょうゆ類　こいくちしょうゆ,7.7 ,0,8.6 
＜調味料類＞　しょうゆ類　こいくちしょうゆ　減塩,8.1 ,0.0 ,10.0
＜調味料類＞　しょうゆ類　うすくちしょうゆ,5.7 ,0,6.1 
＜調味料類＞　しょうゆ類　うすくちしょうゆ　低塩,6.4 ,0.0 ,7.8 
＜調味料類＞　しょうゆ類　たまりしょうゆ,11.8 ,0,18.5 
＜調味料類＞　しょうゆ類　さいしこみしょうゆ,9.6 ,0,16.7 
＜調味料類＞　しょうゆ類　しろしょうゆ,2.5 ,0,18.6 
＜調味料類＞　しょうゆ類　だししょうゆ,4.0 ,0,4.5 
＜調味料類＞　しょうゆ類　照りしょうゆ,2.4 ,0,36.0 
＜調味料類＞　食塩類　食塩,0,0,0
＜調味料類＞　食塩類　並塩,0,0,0
＜調味料類＞　食塩類　減塩タイプ食塩　調味料含む,0.0 ,0.0 ,0
＜調味料類＞　食塩類　減塩タイプ食塩　調味料不使用,0.0 ,0.0 ,0
＜調味料類＞　食塩類　精製塩　家庭用,0,0,0
＜調味料類＞　食塩類　精製塩　業務用,0,0,0
＜調味料類＞　食酢類　黒酢,1.0,0,9.0
＜調味料類＞　食酢類　穀物酢,0.1 ,0,2.4 
＜調味料類＞　食酢類　米酢,0.2 ,0,7.4 
＜調味料類＞　食酢類　果実酢　バルサミコ酢,0.5 ,0,19.4 
＜調味料類＞　食酢類　果実酢　ぶどう酢,0.1 ,0.0 ,1.2 
＜調味料類＞　食酢類　果実酢　りんご酢,0.1 ,0,2.4 
＜調味料類＞　だし類　あごだし,0.1 ,0,0.0 
＜調味料類＞　だし類　かつおだし　荒節,0.4 ,0.0 ,0.2 
＜調味料類＞　だし類　かつおだし　本枯れ節,0.5 ,0,0.3 
＜調味料類＞　だし類　昆布だし　水出し,0.1 ,0.0 ,0.9 
＜調味料類＞　だし類　昆布だし　煮出し,0.1 ,0,1.1 
＜調味料類＞　だし類　かつお・昆布だし　荒節・昆布だし,0.3 ,0.0 ,0.4 
＜調味料類＞　だし類　かつお・昆布だし　本枯れ節・昆布だし,0.3 ,0,0.5 
＜調味料類＞　だし類　しいたけだし,0.1 ,0,0.9 
＜調味料類＞　だし類　煮干しだし,0.1 ,0.1 ,0
＜調味料類＞　だし類　鶏がらだし,0.9 ,0.4 ,0.0 
＜調味料類＞　だし類　中華だし,0.8 ,0,0.1 
＜調味料類＞　だし類　洋風だし,1.3 ,0,1.0
＜調味料類＞　だし類　固形ブイヨン,7.0,4.3 ,40.8 
＜調味料類＞　だし類　顆粒おでん用,9.6 ,0.1 ,31.2 
＜調味料類＞　だし類　顆粒中華だし,12.6 ,1.6 ,38.7 
＜調味料類＞　だし類　顆粒和風だし,24.2 ,0.3 ,28.6 
＜調味料類＞　だし類　なべつゆ　ストレート　しょうゆ味,1.0 ,0,4.3 
＜調味料類＞　だし類　めんつゆ　ストレート,2.2 ,0,8.9 
＜調味料類＞　だし類　めんつゆ　二倍濃縮,3.4 ,0,14.4 
＜調味料類＞　だし類　めんつゆ　三倍濃縮,4.5 ,0,20.4 
＜調味料類＞　だし類　ラーメンスープ　濃縮　しょうゆ味　ストレートしょうゆ味,3.3 ,11.7 ,10.9 
＜調味料類＞　だし類　ラーメンスープ　濃縮　みそ味　ストレートみそ味,6.4 ,11.0 ,16.4 
＜調味料類＞　調味ソース類　甘酢,0.1 ,0,28.4 
＜調味料類＞　調味ソース類　エビチリの素,1.2 ,1.4 ,9.2 
＜調味料類＞　調味ソース類　オイスターソース,7.7 ,0.3 ,19.9 
＜調味料類＞　調味ソース類　黄身酢,6.3 ,13.1 ,23.0 
＜調味料類＞　調味ソース類　魚醤油　いかなごしょうゆ,13.9 ,0,5.8 
＜調味料類＞　調味ソース類　魚醤油　いしる　いしり,12.8 ,0,7.9 
＜調味料類＞　調味ソース類　魚醤油　しょっつる,6.1 ,0,2.4 
＜調味料類＞　調味ソース類　魚醤油　ナンプラー,9.1 ,0.1 ,5.5 
＜調味料類＞　調味ソース類　ごま酢,4.0 ,8.0 ,28.7 
＜調味料類＞　調味ソース類　ごまだれ,7.2 ,15.1 ,27.4 
＜調味料類＞　調味ソース類　三杯酢,0.9 ,0,18.0 
＜調味料類＞　調味ソース類　二杯酢,3.5 ,0,8.1 
＜調味料類＞　調味ソース類　すし酢　ちらし・稲荷用,0.1 ,0,34.9 
＜調味料類＞　調味ソース類　すし酢　にぎり用,0.2 ,0,14.3 
＜調味料類＞　調味ソース類　すし酢　巻き寿司・箱寿司用,0.1 ,0,23.8 
＜調味料類＞　調味ソース類　中華風合わせ酢,3.0 ,3.4 ,25.2 
＜調味料類＞　調味ソース類　デミグラスソース,2.9 ,3.0,11.0
＜調味料類＞　調味ソース類　テンメンジャン,8.5 ,7.7 ,35.0
＜調味料類＞　調味ソース類　冷やし中華のたれ,2.1 ,1.2 ,23.2 
＜調味料類＞　調味ソース類　ホワイトソース,1.8 ,6.2 ,9.4 
＜調味料類＞　調味ソース類　ぽん酢しょうゆ,3.4 ,0.1 ,7.9 
＜調味料類＞　調味ソース類　ぽん酢しょうゆ　市販品,3.7 ,0,10.0
＜調味料類＞　調味ソース類　マーボー豆腐の素,4.2 ,6.3 ,10.4 
＜調味料類＞　調味ソース類　マリネ液,0.1 ,0,10.8 
＜調味料類＞　調味ソース類　ミートソース,3.8 ,5.0,10.1 
＜調味料類＞　調味ソース類　焼きそば粉末ソース,5.6 ,0.7 ,57.1 
＜調味料類＞　調味ソース類　焼き鳥のたれ,3.3 ,0,29.0 
＜調味料類＞　調味ソース類　焼き肉のたれ,4.3 ,2.2 ,32.2 
＜調味料類＞　調味ソース類　みたらしのたれ,0.9 ,0,30.9 
＜調味料類＞　調味ソース類　ゆずこしょう,1.3 ,0.8 ,3.1 
＜調味料類＞　トマト加工品類　トマトピューレー,1.9 ,0.1 ,8.7 
＜調味料類＞　トマト加工品類　トマトペースト,3.8 ,0.1 ,17.9 
＜調味料類＞　トマト加工品類　トマトケチャップ,1.6 ,0.2 ,25.9 
＜調味料類＞　トマト加工品類　トマトソース,2.0,0.2 ,7.6 
＜調味料類＞　トマト加工品類　チリソース,1.8 ,0.1 ,25.2 
＜調味料類＞　ドレッシング類　半固形状ドレッシング　マヨネーズ　全卵型,1.4 ,76.0,7.2 
＜調味料類＞　ドレッシング類　半固形状ドレッシング　マヨネーズ　卵黄型,2.5 ,74.7 ,2.8 
＜調味料類＞　ドレッシング類　半固形状ドレッシング　マヨネーズタイプ調味料　低カロリータイプ,2.9 ,28.3 ,4.7 
＜調味料類＞　ドレッシング類　分離液状ドレッシング　フレンチドレッシング　分離液状,0.0 ,31.5 ,13.4 
＜調味料類＞　ドレッシング類　分離液状ドレッシング　和風ドレッシング　分離液状,1.9 ,14.5 ,9.7 
＜調味料類＞　ドレッシング類　分離液状ドレッシング　和風ドレッシングタイプ調味料　ノンオイルタイプ,3.1 ,0.1 ,17.2 
＜調味料類＞　ドレッシング類　乳化液状ドレッシング　ごまドレッシング,2.7 ,38.3 ,15.5 
＜調味料類＞　ドレッシング類　乳化液状ドレッシング　サウザンアイランドドレッシング,0.3 ,39.2 ,13.4 
＜調味料類＞　ドレッシング類　乳化液状ドレッシング　フレンチドレッシング　乳化液状,0.1 ,38.8 ,10.3 
＜調味料類＞　みそ類　米みそ　甘みそ,9.7 ,3.0,33.3 
＜調味料類＞　みそ類　米みそ　淡色辛みそ,12.5 ,6.0,18.5 
＜調味料類＞　みそ類　米みそ　赤色辛みそ,13.1 ,5.5 ,18.9 
＜調味料類＞　みそ類　米みそ　だし入りみそ,11.0,5.6 ,17.6 
＜調味料類＞　みそ類　米みそ　だし入りみそ　減塩,10.3 ,5.1 ,18.2 
＜調味料類＞　みそ類　麦みそ,9.7 ,4.3 ,25.5 
＜調味料類＞　みそ類　豆みそ,17.2 ,10.5 ,10.7 
＜調味料類＞　みそ類　減塩みそ,11.0,5.9 ,23.3 
＜調味料類＞　みそ類　即席みそ　粉末タイプ,21.9 ,9.3 ,40.7 
＜調味料類＞　みそ類　即席みそ　ペーストタイプ,8.9 ,3.7 ,14.3 
＜調味料類＞　みそ類　辛子酢みそ,5.0 ,2.1 ,42.7 
＜調味料類＞　みそ類　ごまみそ,9.4 ,9.9 ,28.5 
＜調味料類＞　みそ類　酢みそ,4.9 ,1.5 ,42.5 
＜調味料類＞　みそ類　練りみそ,5.5 ,1.7 ,56.5 
＜調味料類＞　ルウ類　カレールウ,6.5 ,34.1 ,40.0
＜調味料類＞　ルウ類　ハヤシルウ,5.8 ,33.2 ,46.3 
＜調味料類＞　その他　お茶漬けの素　さけ,20.2 ,3.7 ,37.2 
＜調味料類＞　その他　キムチの素,5.3 ,1.0,21.6 
＜調味料類＞　その他　酒かす,14.9 ,1.5 ,19.3 
＜調味料類＞　その他　即席すまし汁,18.3 ,0.8 ,28.5 
＜調味料類＞　その他　ふりかけ　たまご,23.4 ,21.9 ,39.7 
＜調味料類＞　その他　みりん風調味料,0.1 ,0,55.6 
＜調味料類＞　その他　料理酒,0.2 ,0.0 ,4.7 
＜香辛料類＞　オールスパイス　粉,5.6 ,5.6 ,77.1 
＜香辛料類＞　オニオンパウダー,8.8 ,1.1 ,83.0
＜香辛料類＞　からし　粉,33.0,14.3 ,43.8 
＜香辛料類＞　からし　練り,5.9 ,14.5 ,40.2 
＜香辛料類＞　からし　練りマスタード,4.8 ,10.6 ,15.6 
＜香辛料類＞　からし　粒入りマスタード,7.6 ,16.0,14.7 
＜香辛料類＞　カレー粉,13.0,12.2 ,29.8 
＜香辛料類＞　クローブ　粉,7.2 ,13.6 ,72.2 
＜香辛料類＞　こしょう　黒　粉,11.0,6.0,69.2 
＜香辛料類＞　こしょう　白　粉,10.1 ,6.4 ,73.7 
＜香辛料類＞　こしょう　混合　粉,10.6 ,6.2 ,72.0
＜香辛料類＞　さんしょう　粉,10.3 ,6.2 ,69.6 
＜香辛料類＞　シナモン　粉,3.6 ,3.5 ,82.1 
＜香辛料類＞　しょうが　粉,7.8 ,4.9 ,75.0
＜香辛料類＞　しょうが　おろし,0.7 ,0.6 ,9.0
＜香辛料類＞　セージ　粉,6.4 ,10.1 ,68.2 
＜香辛料類＞　タイム　粉,6.5 ,5.2 ,71.8 
＜香辛料類＞　チリパウダー,15.0,8.2 ,65.9 
＜香辛料類＞　とうがらし　粉,16.2 ,9.7 ,74.5 
＜香辛料類＞　ナツメグ　粉,5.7 ,38.5 ,55.4 
＜香辛料類＞　にんにく　ガーリックパウダー　食塩無添加,19.9 ,0.8 ,77.0
＜香辛料類＞　にんにく　ガーリックパウダー　食塩添加,19.9 ,0.8 ,76.5 
＜香辛料類＞　にんにく　おろし,4.7 ,0.5 ,39.0
＜香辛料類＞　バジル　粉,21.1 ,2.2 ,54.4 
＜香辛料類＞　パセリ　乾,28.7 ,2.2 ,52.6 
＜香辛料類＞　パプリカ　粉,15.5 ,11.6 ,57.2 
＜香辛料類＞　わさび　粉　からし粉入り,16.5 ,4.4 ,76.8 
＜香辛料類＞　わさび　練り,3.3 ,10.3 ,41.2 
＜その他＞　酵母　パン酵母　圧搾,16.5 ,1.5 ,5.6 
＜その他＞　酵母　パン酵母　乾燥,37.1 ,6.8 ,19.5 
＜その他＞　ベーキングパウダー,0.0 ,1.2 ,53.1 
和風料理　和え物類　青菜の白和え,4.2 ,3.4 ,9.2 
和風料理　和え物類　いんげんのごま和え,3.7 ,3.4 ,7.2 
和風料理　和え物類　わかめとねぎの酢みそ和え,3.8 ,0.9 ,14.9 
和風料理　汁物類　とん汁,1.5 ,1.5 ,1.6 
和風料理　酢の物類　紅白なます,0.6 ,0.6 ,6.5 
和風料理　煮物類　卯の花いり,4.4 ,4.1 ,7.4 
和風料理　煮物類　親子丼の具,8.4 ,5.2 ,5.8 
和風料理　煮物類　牛飯の具,4.1 ,9.4 ,6.6 
和風料理　煮物類　切り干し大根の煮物,2.3 ,2.5 ,4.8 
和風料理　煮物類　きんぴらごぼう,1.4 ,4.5 ,6.4 
和風料理　煮物類　ぜんまいのいため煮,3.4 ,4.2 ,7.1 
和風料理　煮物類　筑前煮,4.4 ,3.5 ,8.8 
和風料理　煮物類　肉じゃが,4.3 ,1.3 ,12.5 
和風料理　煮物類　ひじきのいため煮,3.1 ,4.0 ,7.3 
和風料理　その他　アジの南蛮漬け,8.1 ,6.1 ,7.5 
和風料理　その他　松前漬け　しょうゆ漬,17.0,1.4 ,21.0
洋風料理　カレー類　チキンカレー,5.6 ,8.8 ,7.8 
洋風料理　カレー類　ビーフカレー,2.4 ,9.0 ,7.9 
洋風料理　カレー類　ポークカレー,2.8 ,8.6 ,7.7 
洋風料理　コロッケ類　カニクリームコロッケ,5.1 ,17.1 ,22.4 
洋風料理　コロッケ類　コーンクリームコロッケ,5.1 ,16.0 ,23.4 
洋風料理　コロッケ類　ポテトコロッケ,5.3 ,12.6 ,24.6 
洋風料理　シチュー類　チキンシチュー,6.2 ,8.0 ,7.5 
洋風料理　シチュー類　ビーフシチュー,4.1 ,12.6 ,7.5 
洋風料理　素揚げ類　ミートボール,10.2 ,12.5 ,13.8 
洋風料理　スープ類　かぼちゃのクリームスープ,1.5 ,3.9 ,9.4 
洋風料理　スープ類　コーンクリームスープ　コーンクリームスープ,1.7 ,2.6 ,8.3 
洋風料理　スープ類　コーンクリームスープ　粉末タイプ,8.1 ,13.7 ,67.4 
洋風料理　ハンバーグステーキ類　合いびきハンバーグ,13.4 ,12.2 ,11.6 
洋風料理　ハンバーグステーキ類　チキンハンバーグ,12.6 ,10.2 ,9.9 
洋風料理　ハンバーグステーキ類　豆腐ハンバーグ,9.9 ,9.2 ,8.8 
洋風料理　フライ類　いかフライ,13.3 ,11.3 ,22.6 
洋風料理　フライ類　えびフライ,15.9 ,11.6 ,22.7 
洋風料理　フライ類　白身フライ,9.7 ,21.8 ,15.9 
洋風料理　フライ類　メンチカツ,10.7 ,18.7 ,19.3 
洋風料理　フライ用冷凍食品　いかフライ　冷凍,10.6 ,2.0,21.4 
洋風料理　フライ用冷凍食品　えびフライ　冷凍,10.2 ,1.9 ,20.3 
洋風料理　フライ用冷凍食品　コロッケ　クリームコロッケ　冷凍,4.7 ,6.3 ,20.9 
洋風料理　フライ用冷凍食品　コロッケ　ポテトコロッケ　冷凍,4.6 ,4.9 ,27.4 
洋風料理　フライ用冷凍食品　白身フライ　冷凍,11.6 ,2.7 ,19.3 
洋風料理　フライ用冷凍食品　メンチカツ　冷凍,9.9 ,7.2 ,23.0
洋風料理　その他　えびグラタン,5.5 ,6.9 ,12.3 
洋風料理　その他　えびピラフ,3.3 ,2.3 ,29.4 
中国料理　点心類　ぎょうざ,6.9 ,11.3 ,22.1 
中国料理　点心類　しゅうまい,9.1 ,9.2 ,19.4 
中国料理　点心類　中華ちまき,5.9 ,5.5 ,28.4 
中国料理　菜類　酢豚,4.6 ,3.3 ,7.7 
中国料理　菜類　八宝菜,5.8 ,3.2 ,4.0 
中国料理　菜類　麻婆豆腐,7.8 ,6.8 ,4.1 
韓国料理　和え物類　もやしのナムル,3.1 ,4.5 ,4.0 